.	Name	SkewName	N21	NL21	P21	PL21	NSA	CSL	PEQ	MEQ	PSA	N60	NL60	N60H	P60	PL60	P60H	NWEIB	PXIB	PXID	cell
model	.	.	nf	nfl	pf	pfl	nflsa	nfcsl	nfpeq	nfmeq	pflsa	nft	nflt	nft_hci	pft	pflt	pft_heip	nfth_hci	nfthp_hci	pft_heip2	mc
